ID,TIME,Numerical_1,Numerical_2,Numerical_3,Numerical_4,Numerical_5,Categorical_1,Categorical_2,Categorical_3,Categorical_4,Categorical_5,DEF,FPD,OLD_SCORE,WEIGHT
47,2017-01-01 14:17,1.639439731,0.884364204,NA,NA,5.611669521,FFF,EEE,BBB,DDD,CCC,0,0,0.773508486,5
48,2017-01-01 14:36,0.794129524,0.920442809,NA,6.959595749,0.574285244,CCC,FFF,AAA,CCC,CCC,0,0,0.985603011,3
49,2017-01-01 15:01,1.147503847,4.769412886,9.790697572,NA,2.851997968,EEE,III,AAA,BBB,NA,0,0,0.705028192,1
50,2017-01-01 15:19,1.483433447,2.364984939,NA,NA,0.743777581,DDD,III,CCC,BBB,NA,0,0,0.652814575,5
51,2017-01-01 15:31,1.175344181,0.947967909,1.672372575,NA,0.661278053,BBB,GGG,AAA,DDD,CCC,0,0,0.737032107,5
52,2017-01-01 15:31,0.546247876,0.814002054,2.885135117,NA,0.082081024,DDD,III,BBB,EEE,NA,1,0,0.599377954,5
53,2017-01-01 15:33,0.451388115,0.529604265,3.319775079,0.19472028,0.198537674,DDD,DDD,AAA,NA,DDD,1,0,0.708747354,2
54,2017-01-01 16:20,0.584710966,4.184210033,NA,0.17764116,NA,BBB,EEE,AAA,EEE,CCC,0,0,0.466177884,2
55,2017-01-01 16:33,0.700828823,0.284192867,1.896434115,NA,0.727719138,BBB,FFF,AAA,DDD,BBB,0,0,0.596847154,1
56,2017-01-01 16:34,0.828214794,4.046226879,5.848515911,1.976115091,0.242565837,DDD,CCC,AAA,NA,AAA,1,1,0.520613708,5
57,2017-01-01 16:35,0.833483976,1.37962534,4.752675955,2.779303621,0.803207527,GGG,III,CCC,FFF,BBB,0,0,0.496535476,3
58,2017-01-01 17:06,0.803704818,0.683954611,NA,0.194016316,0.061677014,FFF,FFF,BBB,FFF,DDD,0,0,0.533273381,2
59,2017-01-01 17:17,1.517608098,0.779677572,0.309340252,0.446923729,0.48996561,EEE,EEE,BBB,NA,AAA,0,0,0.651081232,2
60,2017-01-01 17:53,1.016994391,8.271220694,4.295159914,0.635313079,NA,DDD,GGG,BBB,NA,NA,0,0,0.851568075,2
61,2017-01-01 18:26,0.829899973,0.213280148,NA,2.238307102,3.582867463,BBB,GGG,AAA,FFF,NA,0,0,0.836103649,3
62,2017-01-01 18:46,1.065415465,1.053362325,1.580564235,0.734179689,0.799207656,FFF,EEE,BBB,GGG,BBB,0,0,0.749141938,4
63,2017-01-01 18:46,0.703368661,0.52234738,NA,3.675478484,3.51877035,FFF,CCC,BBB,EEE,BBB,0,0,0.989172406,5
64,2017-01-01 18:51,1.432869953,0.666765643,0.411073966,NA,2.258347408,DDD,CCC,AAA,AAA,DDD,0,0,0.557357133,5
65,2017-01-01 18:58,0.300044234,0.644982729,3.175073874,NA,3.620275326,CCC,BBB,BBB,AAA,BBB,0,0,0.944381233,1
66,2017-01-01 18:59,0.482503789,0.726149323,NA,0.344954782,0.392163989,FFF,HHH,BBB,AAA,NA,0,0,0.903568278,5
67,2017-01-01 19:06,2.414246813,0.608787866,NA,NA,8.023955655,GGG,EEE,AAA,BBB,DDD,0,0,0.877069958,3
68,2017-01-01 19:14,0.487112892,7.622099774,1.361078172,0.114490761,0.313815845,EEE,HHH,BBB,BBB,DDD,1,0,0.173482681,5
69,2017-01-01 19:15,0.775767254,2.983800716,2.074724693,1.0646291,7.694066926,FFF,AAA,AAA,DDD,CCC,1,0,0.206680332,1
70,2017-01-01 19:43,1.636512988,0.364934992,0.321841325,0.453121769,0.931606273,EEE,AAA,CCC,NA,NA,0,0,0.602346287,3
71,2017-01-01 20:06,1.17068057,0.660315485,NA,3.7624013,0.294992206,FFF,EEE,CCC,NA,NA,0,0,0.793493854,2
72,2017-01-01 20:07,1.891938546,1.446002217,1.943216614,1.796193618,NA,EEE,EEE,AAA,EEE,CCC,0,0,0.753729702,4
73,2017-01-01 20:12,0.880612256,0.508124223,0.161694838,2.08314472,0.904220031,CCC,CCC,BBB,EEE,NA,0,0,0.275294926,3
74,2017-01-01 20:18,0.800707077,0.411902031,0.758612982,NA,0.066247623,DDD,GGG,BBB,DDD,NA,0,0,0.653631707,4
75,2017-01-01 20:19,1.481265746,0.536491352,0.44207935,1.115154971,0.282042815,DDD,EEE,BBB,BBB,CCC,0,0,0.820309451,5
76,2017-01-01 20:39,1.17637262,0.886195333,NA,1.18497823,NA,DDD,BBB,AAA,CCC,NA,0,0,0.541528117,2
77,2017-01-01 21:00,1.826656752,1.505768581,3.783426531,1.199332354,4.374212688,EEE,HHH,BBB,AAA,CCC,0,0,0.925058627,5
78,2017-01-01 21:27,1.235664457,1.482164773,NA,0.455802707,0.145475317,EEE,GGG,AAA,CCC,AAA,0,0,0.596864914,3
79,2017-01-01 21:28,0.775617111,0.528099801,0.427414568,0.945800322,0.439282355,CCC,DDD,BBB,NA,BBB,0,0,0.80468214,2
80,2017-01-01 22:12,0.65090022,0.736624779,0.407256319,1.010146002,NA,BBB,EEE,AAA,DDD,AAA,0,0,0.319315765,2
81,2017-01-01 22:13,2.694036573,3.241794971,0.829612346,1.159580967,2.161503052,GGG,FFF,BBB,NA,NA,0,0,0.860740088,3
82,2017-01-01 22:16,0.73328783,1.652124937,3.745589924,NA,2.101484547,GGG,DDD,BBB,FFF,NA,0,0,0.072233688,3
83,2017-01-01 22:18,0.329226638,0.211480231,0.24842389,0.603157711,0.133196501,FFF,FFF,BBB,DDD,CCC,1,1,0.180978184,4
84,2017-01-01 22:35,0.322751605,0.461006909,0.262256257,0.821521857,0.206115898,CCC,DDD,BBB,NA,BBB,0,0,0.418791891,2
85,2017-01-01 22:47,0.222993027,0.170908245,NA,NA,4.575414422,GGG,FFF,CCC,DDD,NA,0,0,0.060486547,4
86,2017-01-01 23:20,0.841949152,3.916749211,3.116349677,NA,1.564470273,GGG,GGG,CCC,DDD,CCC,0,0,0.37513171,3
87,2017-01-01 23:24,0.812945896,3.732026341,1.48420451,2.865388494,4.53369626,EEE,DDD,BBB,CCC,CCC,1,0,0.488948672,4
88,2017-01-01 23:28,1.205354787,3.700811293,1.818180738,NA,0.94105267,DDD,BBB,AAA,CCC,BBB,0,0,0.875033174,1
89,2017-01-01 23:41,1.165777766,0.656189706,NA,0.407724971,0.191081359,EEE,CCC,BBB,FFF,EEE,1,1,0.743178061,4
90,2017-01-02 0:19,0.797604655,0.61401741,1.782669293,0.285157043,0.582081382,HHH,DDD,BBB,NA,CCC,0,0,0.864540689,1
91,2017-01-02 0:27,0.531270158,0.589135409,0.511840507,1.452561639,0.59425252,CCC,HHH,AAA,BBB,AAA,0,0,0.720419291,2
92,2017-01-02 0:36,0.62479688,0.546284617,NA,0.916800831,NA,CCC,DDD,BBB,AAA,CCC,0,0,0.728984719,1
93,2017-01-02 0:55,2.106080873,4.188253706,1.190553928,0.974926197,0.877020402,BBB,DDD,AAA,NA,BBB,0,0,0.599082476,1
94,2017-01-02 1:26,0.769583166,0.613729356,NA,1.089989089,1.487117333,FFF,GGG,BBB,FFF,BBB,1,0,0.525143637,4
95,2017-01-02 1:46,1.499080275,1.823374156,NA,2.522978897,2.456936441,GGG,DDD,BBB,BBB,BBB,0,0,0.811839647,3
96,2017-01-02 1:54,0.786967932,2.387058338,NA,NA,0.300101129,EEE,CCC,BBB,CCC,CCC,0,0,0.770680757,1
97,2017-01-02 1:57,1.11199705,0.907089097,NA,0.410727028,0.192099259,EEE,BBB,BBB,NA,BBB,0,0,0.555507059,1
98,2017-01-02 2:00,0.428131621,1.426941162,0.362203006,0.275466754,0.765525326,CCC,EEE,BBB,DDD,EEE,1,0,0.473752381,1
99,2017-01-02 2:24,0.908500235,3.61024238,5.873702546,0.055228689,NA,EEE,FFF,BBB,CCC,NA,0,0,0.506598437,4
100,2017-01-02 2:42,1.174098721,2.006601694,7.421873694,2.331607477,NA,EEE,III,BBB,NA,EEE,1,0,0.979671094,5
101,2017-01-02 3:07,1.715607046,0.583727424,2.491257963,1.197559341,1.021819732,DDD,GGG,CCC,NA,DDD,0,0,0.738465954,2
102,2017-01-02 3:23,1.352029451,2.473278958,3.961119266,0.676563599,2.150884675,BBB,GGG,BBB,CCC,NA,0,0,0.791377193,5
103,2017-01-02 3:40,1.171623457,1.571062821,0.45109952,0.267446524,0.760180555,CCC,GGG,AAA,DDD,NA,0,0,0.357901595,4
104,2017-01-02 4:06,0.555736918,0.579448532,NA,NA,NA,EEE,CCC,CCC,DDD,CCC,1,0,0.586748228,1
105,2017-01-02 4:19,0.533065559,1.259159784,0.413587771,2.747389289,0.384994687,BBB,FFF,AAA,NA,CCC,1,0,0.400036808,3
106,2017-01-02 4:50,0.965629617,1.429832759,0.380230307,NA,NA,HHH,GGG,BBB,FFF,DDD,0,0,0.499148177,3
107,2017-01-02 5:05,0.2874792,0.567931665,NA,1.463208995,0.374102163,EEE,CCC,BBB,FFF,NA,1,0,0.2342409,4
108,2017-01-02 5:06,1.007521517,0.27305662,0.262048614,5.300836345,NA,EEE,GGG,BBB,DDD,BBB,0,0,0.402252904,5
109,2017-01-02 5:07,2.652272817,1.788777771,NA,NA,2.533455332,BBB,AAA,AAA,DDD,CCC,0,0,0.508916643,1
110,2017-01-02 5:49,1.081180815,0.469116761,1.157190101,NA,0.231741387,CCC,GGG,BBB,CCC,BBB,1,0,0.73335301,2
111,2017-01-02 6:01,0.706443926,1.044447929,NA,NA,0.31543027,EEE,DDD,AAA,NA,NA,0,0,0.725572294,1
112,2017-01-02 6:08,0.608031323,0.851428711,0.520383977,NA,0.128907778,FFF,HHH,BBB,DDD,CCC,1,0,0.233623772,1
113,2017-01-02 6:22,0.967213992,0.852035849,1.700243722,0.80630068,1.885246624,HHH,CCC,CCC,BBB,EEE,0,0,0.557618606,2
114,2017-01-02 6:40,1.236831788,0.72706369,0.271329525,NA,2.739955595,CCC,DDD,AAA,DDD,NA,1,1,0.237298197,2
115,2017-01-02 7:07,0.645453743,2.101818828,NA,0.076261661,0.281802913,AAA,HHH,AAA,NA,DDD,1,1,0.536282099,2
116,2017-01-02 7:12,0.949723965,1.511545135,1.798805414,NA,NA,BBB,GGG,AAA,EEE,BBB,0,0,0.169758777,5
117,2017-01-02 7:22,1.851219417,0.968746306,NA,NA,2.944725844,DDD,DDD,BBB,EEE,BBB,0,0,0.554606807,1
118,2017-01-02 7:35,1.006521274,3.081340816,2.072307479,NA,2.593052403,GGG,HHH,CCC,GGG,AAA,0,0,0.309289029,2
119,2017-01-02 7:39,1.262882235,3.343465982,5.324665134,1.078101521,NA,DDD,CCC,AAA,FFF,AAA,0,0,0.582479713,4
120,2017-01-02 7:43,1.768400767,2.137205629,NA,3.783138368,1.850373719,GGG,DDD,CCC,NA,EEE,1,0,0.611043132,4
121,2017-01-02 8:03,0.856348331,0.472212849,0.190659308,0.502969414,2.011171608,GGG,DDD,AAA,DDD,NA,1,1,0.104418241,3
122,2017-01-02 9:01,0.959524427,0.990905472,0.410725708,3.150346013,1.235176649,EEE,FFF,BBB,NA,NA,0,0,0.876189386,1
123,2017-01-02 9:13,1.508710789,2.403310623,0.843992522,NA,NA,GGG,CCC,BBB,FFF,DDD,0,0,0.395490636,4
124,2017-01-02 9:21,1.463139894,2.028152671,1.443508168,0.449867952,1.653566884,DDD,EEE,BBB,FFF,DDD,1,0,0.478000074,5
125,2017-01-02 9:34,3.299842215,1.000049921,3.812532491,NA,NA,DDD,GGG,BBB,BBB,NA,0,0,0.90040203,3
126,2017-01-02 9:52,0.770257738,4.999370465,5.838588623,0.469754582,0.297137623,DDD,CCC,BBB,NA,BBB,0,0,0.551065243,2
127,2017-01-02 10:22,0.546270631,0.269278211,NA,0.173261871,0.04011996,GGG,FFF,CCC,DDD,NA,0,0,0.542059707,2
128,2017-01-02 10:43,0.731638462,1.092860862,2.220083634,0.330002268,0.453929948,HHH,EEE,BBB,CCC,NA,0,0,0.640193756,1
129,2017-01-02 11:26,0.781822967,0.559875623,NA,NA,2.467449093,FFF,HHH,BBB,BBB,NA,0,0,0.618976185,4
130,2017-01-02 11:59,1.003778515,6.222424094,1.075809076,NA,2.204005279,FFF,CCC,AAA,DDD,CCC,1,1,0.309152356,5
131,2017-01-02 12:02,0.85628557,1.045699765,NA,NA,4.056827526,EEE,BBB,CCC,NA,NA,0,0,0.525513165,5
132,2017-01-02 12:11,0.46154989,0.572056225,2.024028628,NA,NA,CCC,BBB,AAA,FFF,BBB,1,0,0.491244986,5
133,2017-01-02 12:32,0.515733978,1.380918621,0.720510385,NA,NA,DDD,EEE,AAA,AAA,NA,0,0,0.324346671,3
134,2017-01-02 12:33,0.593355618,1.854220543,0.835139901,0.38557764,NA,EEE,BBB,BBB,EEE,AAA,1,1,0.065379295,5
135,2017-01-02 12:33,0.620720695,1.053173053,NA,0.58218859,0.247569562,DDD,DDD,BBB,NA,NA,1,1,0.671118126,4
136,2017-01-02 12:34,1.87296255,1.025007586,2.131858101,0.735367117,1.163384252,FFF,BBB,CCC,NA,DDD,0,0,0.886093366,5
137,2017-01-02 12:44,0.726295024,1.075240709,0.600205353,3.833616828,0.795267121,EEE,GGG,AAA,DDD,NA,0,0,0.170529947,5
138,2017-01-02 12:47,0.650437736,6.251071885,NA,4.290251279,1.101737158,GGG,DDD,CCC,DDD,CCC,0,0,0.020249314,4
139,2017-01-02 13:05,1.937449522,7.061846617,NA,1.60382428,0.990893917,BBB,EEE,AAA,NA,BBB,0,0,0.865281605,5
140,2017-01-02 13:07,1.400055305,1.538284955,3.338997989,2.621810045,0.985707258,BBB,BBB,BBB,FFF,CCC,1,1,0.851124976,5
141,2017-01-02 13:31,0.492402295,0.653919925,0.70269949,0.2516043,0.430346651,BBB,DDD,AAA,NA,NA,0,0,0.777510977,4
142,2017-01-02 13:38,1.764940637,0.881283083,0.237166909,NA,NA,AAA,GGG,AAA,EEE,NA,0,0,0.907916605,3
143,2017-01-02 13:44,2.328119003,1.455785811,1.301846359,NA,1.505893935,EEE,III,BBB,CCC,BBB,0,0,0.863876891,2
144,2017-01-02 13:45,1.200162639,0.641884712,1.3533293,0.643610533,0.342232508,DDD,CCC,AAA,NA,CCC,0,0,0.564024698,3
145,2017-01-02 13:52,1.368111834,0.166515887,0.136501094,1.115275558,2.068811081,EEE,EEE,BBB,EEE,NA,0,0,0.907876348,4
146,2017-01-02 14:07,0.886697204,0.726991913,NA,NA,0.584720658,EEE,CCC,BBB,DDD,NA,0,0,0.623790842,5
147,2017-01-02 14:20,1.252295869,2.6586835,NA,0.653771933,0.337764374,CCC,FFF,BBB,NA,DDD,0,0,0.816440304,4
148,2017-01-02 14:21,0.554137304,1.458674683,NA,2.634094914,4.791237644,CCC,DDD,BBB,AAA,DDD,0,0,0.666412897,5
149,2017-01-02 14:35,1.166039901,6.066658885,1.011345737,1.337082858,0.179329819,AAA,HHH,AAA,CCC,BBB,0,0,0.766575786,2
150,2017-01-02 14:36,0.484611915,0.811127435,NA,0.864074278,0.317348089,GGG,EEE,BBB,NA,NA,0,0,0.553817048,2
151,2017-01-02 14:57,0.660396311,1.704210992,0.585622663,NA,7.315637725,DDD,BBB,AAA,AAA,DDD,1,0,0.020535958,3
152,2017-01-02 15:04,0.370098804,0.916678808,NA,1.369125909,0.267275806,DDD,DDD,BBB,FFF,CCC,1,0,0.052056139,4
153,2017-01-02 15:16,1.333579356,1.660555434,NA,NA,0.691894338,FFF,DDD,BBB,CCC,EEE,0,0,0.59682311,5
154,2017-01-02 15:17,0.816524185,2.165997474,0.936621019,NA,9.149325986,FFF,FFF,BBB,DDD,CCC,1,1,0.308981528,4
155,2017-01-02 16:03,1.626481863,1.77249556,3.865708095,NA,NA,EEE,III,BBB,DDD,NA,0,0,0.634364209,1
156,2017-01-02 16:18,0.733563419,2.972723377,5.004478378,0.749614229,0.78579653,GGG,FFF,CCC,NA,BBB,0,0,0.527697649,4
157,2017-01-02 16:49,0.514942332,0.545092823,1.717222989,0.059918321,0.041706272,DDD,HHH,AAA,NA,NA,0,0,0.76264968,4
158,2017-01-02 17:04,1.038930174,0.238886777,2.457845016,0.199203611,0.372513295,BBB,FFF,AAA,FFF,AAA,0,0,0.816075932,5
159,2017-01-02 17:23,0.717056436,1.322415108,NA,4.856441051,1.197384156,GGG,CCC,CCC,BBB,EEE,0,0,0.884601593,2
160,2017-01-02 17:55,0.726495134,0.284475752,NA,NA,0.166459096,DDD,FFF,AAA,BBB,AAA,0,0,0.918252429,2
161,2017-01-02 18:11,1.886228443,3.72442097,2.846448774,3.16214411,5.336471904,BBB,EEE,AAA,BBB,CCC,0,0,0.640137199,1
162,2017-01-02 19:01,1.412508426,4.215765769,NA,1.498592866,1.37474278,FFF,DDD,BBB,BBB,NA,0,0,0.743280054,5
163,2017-01-02 19:04,1.068563404,0.6136847,0.521288803,1.522918582,0.4531702,CCC,EEE,BBB,NA,CCC,0,0,0.864189851,1
164,2017-01-02 19:07,1.966311254,0.421930083,NA,1.081122473,0.771582394,EEE,DDD,CCC,FFF,NA,1,0,0.868804143,3
165,2017-01-02 19:27,1.266006044,1.707838352,1.219110743,1.431220091,2.10175285,DDD,GGG,BBB,NA,CCC,0,0,0.969804873,3
166,2017-01-02 19:33,0.407849467,0.362889919,NA,NA,NA,GGG,GGG,BBB,FFF,BBB,1,0,0.222977045,3
167,2017-01-02 19:33,1.343760151,0.292219195,0.83221469,0.228076599,NA,GGG,EEE,CCC,NA,DDD,0,0,0.913945768,2
168,2017-01-02 19:41,0.644900366,0.16379353,NA,NA,NA,HHH,BBB,CCC,DDD,NA,0,0,0.567259644,5
169,2017-01-02 21:02,0.43710064,1.661505378,1.764010415,NA,NA,CCC,CCC,AAA,NA,CCC,0,0,0.477164526,3
170,2017-01-02 21:10,0.317306807,1.74843204,NA,NA,2.019188757,FFF,EEE,BBB,NA,EEE,1,0,0.015061115,1
171,2017-01-02 21:19,0.598547272,0.420788962,NA,0.088989299,0.075374584,DDD,HHH,AAA,CCC,CCC,0,0,0.606943711,3
172,2017-01-02 21:24,0.649420176,0.718697633,0.0864238,NA,0.937419024,DDD,EEE,BBB,FFF,BBB,0,0,0.186474144,1
173,2017-01-02 21:36,0.858076839,1.391426444,0.396802469,0.41540034,3.345387334,DDD,EEE,BBB,NA,NA,0,0,0.552224825,4
174,2017-01-02 22:11,0.693646661,0.940058521,0.933807,NA,1.534670711,EEE,CCC,BBB,NA,DDD,0,0,0.487737888,2
175,2017-01-02 22:48,1.657357374,1.215449973,1.039908507,NA,0.573659522,CCC,DDD,BBB,DDD,NA,1,1,0.505531419,1
176,2017-01-02 22:48,0.915947714,0.603519079,0.529607601,0.069339494,0.012760562,FFF,FFF,BBB,AAA,NA,0,0,0.586489385,4
177,2017-01-02 23:25,0.786139354,1.698435268,1.60603924,NA,2.327061456,EEE,DDD,CCC,FFF,BBB,1,1,0.226088748,2
178,2017-01-02 23:50,0.4715567,0.567734319,NA,1.722433893,3.2399079,FFF,BBB,BBB,GGG,NA,0,0,0.428628449,1
179,2017-01-03 0:15,1.279676663,1.094309869,NA,0.290032915,1.046805243,FFF,FFF,BBB,NA,BBB,0,0,0.531031754,2
180,2017-01-03 0:35,1.299066647,3.85764599,13.45978043,43.58201783,17.88831472,FFF,CCC,BBB,FFF,NA,0,0,0.923341243,2
181,2017-01-03 0:45,2.709903782,3.522918789,NA,3.826711693,NA,FFF,FFF,AAA,BBB,DDD,0,0,0.757229932,4
182,2017-01-03 1:14,1.210968363,3.437991754,NA,0.956801624,NA,DDD,CCC,AAA,CCC,CCC,0,0,0.622941387,1
183,2017-01-03 1:34,0.801683241,0.367265977,0.168153697,0.680600331,0.812656254,CCC,DDD,BBB,NA,CCC,0,0,0.980895055,3
184,2017-01-03 1:54,0.72560487,3.683226629,NA,2.383741701,0.912456359,GGG,EEE,BBB,DDD,DDD,1,0,0.231170146,2
185,2017-01-03 2:04,2.814720097,3.025268583,0.692815985,6.180297149,NA,FFF,GGG,CCC,NA,NA,1,0,0.683107913,5
186,2017-01-03 2:09,2.003759827,4.220928297,22.79724945,1.123652403,1.112179136,III,DDD,BBB,CCC,BBB,0,0,0.649193747,4
187,2017-01-03 2:38,0.888147046,0.586039851,NA,NA,0.620694943,EEE,GGG,CCC,EEE,NA,1,0,0.641977178,4
188,2017-01-03 2:59,0.368286173,0.198205203,0.434994136,NA,0.164809991,CCC,FFF,AAA,CCC,NA,0,0,0.57801571,4
189,2017-01-03 3:56,2.122496669,0.382995581,NA,0.34668568,NA,DDD,EEE,BBB,EEE,DDD,0,0,0.923672276,2
190,2017-01-03 4:02,0.757672978,0.865312239,NA,3.211176909,1.864096842,III,HHH,CCC,EEE,CCC,0,0,0.561913621,3
191,2017-01-03 4:17,0.951531111,2.009483549,NA,NA,NA,GGG,EEE,CCC,NA,CCC,0,0,0.959690228,2
192,2017-01-03 4:41,2.339046568,2.696326894,0.78802973,0.540811808,1.956027048,CCC,CCC,AAA,FFF,NA,0,0,0.264368464,5
