ID,TIME,Numerical_1,Numerical_2,Numerical_3,Numerical_4,Numerical_5,Numerical_6,Numerical_7,Categorical_1,Categorical_2,Categorical_3,Categorical_4,Categorical_5,DateVariable_1,DateVariable_2,OLD_SCORE,WEIGHT,REJECTED,DEF,FPD,BASE,DAY,MONTH,data_type
11,2017-01-01 3:45,0.996287348,1.34659547,,1.245553427,0.417068568,0.8564873479999999,1.23919547,CCC,FFF,BBB,EEE,,1920-02-18 14:46,2016-10-13 6:31,0.66673216,4,0,0.0,0.0,1,20170101,201701,hoot
12,2017-01-01 4:05,1.133156367,1.045219477,1.627943818,2.8130617769999997,0.7955386409999999,1.294356367,1.1030194770000001,BBB,CCC,CCC,EEE,BBB,1974-11-26 8:31,2016-03-23 2:05,0.303353031,3,1,,,0,20170101,201701,hoot
13,2017-01-01 4:33,1.034331713,3.05553772,,1.350395386,,1.0097317129999999,3.20373772,FFF,FFF,BBB,DDD,BBB,1930-10-21 7:32,2016-05-19 3:29,0.76424287,4,0,0.0,0.0,1,20170101,201701,hoot
14,2017-01-01 4:49,0.452523378,1.5286774909999998,,1.022008883,1.52830647,0.45872337799999996,1.523077491,FFF,CCC,AAA,,DDD,1973-05-27 15:43,2016-04-08 7:21,0.8635205109999999,2,0,0.0,0.0,1,20170101,201701,hoot
15,2017-01-01 4:58,0.79341999,2.254796728,,5.9944569020000005,5.65019033,0.85201999,2.3775967280000003,DDD,FFF,BBB,EEE,AAA,1942-04-14 19:40,2016-09-09 4:35,0.430938978,4,0,0.0,0.0,1,20170101,201701,hoot
16,2017-01-01 4:59,0.6576431939999999,2.5929237080000003,,1.226902995,3.323395656,0.585843194,2.521123708,DDD,CCC,CCC,FFF,,1995-04-19 12:51,2016-10-17 23:20,0.523113442,2,0,0.0,0.0,1,20170101,201701,hoot
17,2017-01-01 5:17,0.973285307,0.877109829,0.309880532,2.28241998,1.67334526,0.968485307,0.802109829,EEE,AAA,CCC,AAA,,1992-12-06 23:24,2016-05-21 20:22,0.6852638659999999,5,0,1.0,1.0,1,20170101,201701,hoot
18,2017-01-01 5:47,0.7181717679999999,6.178240926,,,0.141511521,0.876771768,6.3068409260000005,FFF,HHH,CCC,EEE,CCC,1975-03-07 13:29,2016-08-08 6:53,0.648808993,3,0,0.0,0.0,1,20170101,201701,hoot
19,2017-01-01 7:13,2.998246462,1.276782626,0.7356480009999999,6.535442272999999,,3.023846462,1.4667826259999999,EEE,DDD,AAA,EEE,,1941-06-16 6:21,2016-05-09 23:38,0.845698075,4,1,,,0,20170101,201701,hoot
20,2017-01-01 7:23,0.645729309,1.426648617,,1.886984016,0.930062851,0.710329309,1.4740486169999998,CCC,EEE,BBB,,DDD,1925-09-21 3:38,2016-04-13 18:35,0.36978501399999997,1,1,,,0,20170101,201701,hoot
21,2017-01-01 7:32,0.8068442920000001,2.164288033,,1.243037926,0.7069254540000001,0.7534442920000001,2.161488033,GGG,CCC,BBB,,CCC,1937-12-20 17:49,2016-11-20 22:51,0.836128896,2,1,,,0,20170101,201701,hoot
22,2017-01-01 7:38,0.722239725,1.4615836780000002,0.12583317800000002,4.696205588,2.238475429,0.830639725,1.6431836780000002,EEE,HHH,CCC,CCC,,1975-12-22 12:54,2016-11-27 15:48,0.356537156,2,0,0.0,0.0,1,20170101,201701,hoot
23,2017-01-01 8:02,0.93472284,0.661616918,0.20358948699999999,,1.603781869,0.95012284,0.791816918,FFF,CCC,AAA,EEE,BBB,1945-05-27 16:49,2016-09-17 12:31,0.403811724,4,0,0.0,0.0,1,20170101,201701,hoot
24,2017-01-01 8:04,1.11877059,0.320934144,0.541010179,1.288780493,11.27488032,1.28297059,0.28933414399999996,EEE,DDD,CCC,CCC,BBB,1954-06-12 21:14,2016-02-06 23:23,0.84946364,2,0,0.0,0.0,1,20170101,201701,hoot
25,2017-01-01 8:26,0.889381682,0.777188047,,,0.8399398709999999,1.0093816820000001,0.807588047,DDD,EEE,BBB,DDD,CCC,1966-04-10 22:31,2016-07-31 13:29,0.502408918,1,0,0.0,0.0,1,20170101,201701,hoot
26,2017-01-01 8:42,1.66328486,3.551690864,,1.3973904719999999,2.984110762,1.64588486,3.704490864,EEE,FFF,BBB,DDD,BBB,,,0.071233485,2,0,0.0,0.0,1,20170101,201701,hoot
27,2017-01-01 8:56,1.8866125669999998,2.7559051410000004,0.45908846799999997,2.263238341,4.075613667,1.879012567,2.9213051410000004,BBB,DDD,AAA,EEE,AAA,,,0.5424655620000001,4,0,0.0,0.0,1,20170101,201701,hoot
28,2017-01-01 8:57,1.20100812,0.9130200159999999,,1.4010755419999998,2.962509078,1.34980812,0.9084200159999999,CCC,FFF,BBB,,DDD,,,0.771487914,3,1,,,0,20170101,201701,hoot
29,2017-01-01 9:28,1.9537008390000001,1.707526844,1.9841836819999998,2.007287199,23.12059564,1.951300839,1.6375268440000001,EEE,FFF,BBB,CCC,,,,0.35690066,5,0,0.0,0.0,1,20170101,201701,hoot
30,2017-01-01 9:47,1.639933615,0.293555162,0.570070787,,6.646643953,1.836333615,0.401155162,DDD,EEE,AAA,EEE,CCC,,,0.36970411299999995,4,1,,,0,20170101,201701,hoot
31,2017-01-01 9:57,2.1905405940000002,0.91070802,0.567638501,0.873874157,0.473283584,2.264740594,0.79250802,FFF,EEE,BBB,EEE,BBB,,,0.234297919,5,1,,,0,20170101,201701,hoot
32,2017-01-01 10:05,1.87054652,0.8017628170000001,,1.483090889,1.9780201769999999,1.86214652,0.945362817,EEE,EEE,BBB,,CCC,,,0.502287147,2,0,0.0,0.0,1,20170101,201701,hoot
33,2017-01-01 10:14,0.427419978,0.5797968689999999,,0.500410825,,0.289419978,0.779396869,HHH,FFF,CCC,DDD,DDD,,,0.778663027,2,1,,,0,20170101,201701,hoot
34,2017-01-01 10:16,0.42399930799999996,0.714895699,0.335290847,0.356063963,2.745176639,0.602399308,0.711895699,GGG,DDD,CCC,,EEE,,,0.491484239,1,1,,,0,20170101,201701,hoot
35,2017-01-01 10:27,0.6608265560000001,0.481629054,0.490524649,,,0.8162265559999999,0.5528290539999999,GGG,FFF,CCC,CCC,EEE,,,0.7414706390000001,5,1,,,0,20170101,201701,hoot
36,2017-01-01 10:44,0.832690134,2.63548666,1.242840083,,1.211547905,0.6972901340000001,2.58368666,AAA,AAA,AAA,DDD,CCC,,,0.6670751629999999,5,0,0.0,0.0,1,20170101,201701,hoot
37,2017-01-01 10:53,0.9335575190000001,0.903828926,0.942386699,,1.015560963,1.119557519,0.848228926,CCC,GGG,AAA,,,,,0.49775051,2,1,,,0,20170101,201701,hoot
38,2017-01-01 10:55,1.441785827,0.326545886,2.3356208,2.446742485,2.562289819,1.576785827,0.266545886,DDD,HHH,BBB,DDD,DDD,,,0.861762667,1,1,,,0,20170101,201701,hoot
39,2017-01-01 10:55,1.10963203,0.550937015,,1.561198549,0.7676093559999999,1.08403203,0.486737015,HHH,FFF,CCC,,,,,0.765302768,3,0,0.0,0.0,1,20170101,201701,hoot
40,2017-01-01 11:03,0.679606533,0.411109712,0.727348895,1.660218675,7.552882537,0.875806533,0.5759097120000001,GGG,GGG,BBB,FFF,CCC,,,0.7052670759999999,1,0,1.0,0.0,1,20170101,201701,hoot
41,2017-01-01 11:54,0.6288426020000001,0.731823207,0.9876986790000001,0.317083267,0.13279032300000002,0.670042602,0.923423207,FFF,DDD,BBB,,EEE,,,0.568113195,5,1,,,0,20170101,201701,hoot
42,2017-01-01 12:43,0.676066011,0.6506914460000001,,0.426465721,0.18745640800000002,0.516266011,0.7064914459999999,HHH,BBB,CCC,,DDD,,,0.13077039199999999,2,0,0.0,0.0,1,20170101,201701,hoot
43,2017-01-01 12:43,0.49075817299999996,0.54562527,,0.510234879,0.84559717,0.313158173,0.48142527,DDD,BBB,BBB,CCC,AAA,,,0.32407181,3,0,1.0,1.0,1,20170101,201701,hoot
44,2017-01-01 13:47,0.60486373,2.81197382,,,0.21064770000000002,0.59886373,2.85337382,DDD,BBB,BBB,DDD,BBB,1978-11-26 7:10,2016-12-14 3:27,0.8905305659999999,5,0,0.0,0.0,1,20170101,201701,hoot
45,2017-01-01 14:04,0.412687344,1.328502288,1.7504164930000001,0.9915582540000001,1.057771129,0.611087344,1.439702288,EEE,HHH,AAA,CCC,BBB,1984-02-08 2:35,2016-01-09 6:55,0.392370995,5,1,,,0,20170101,201701,hoot
46,2017-01-01 14:07,1.5097312369999998,2.0493217219999997,1.181465075,,0.909567874,1.5877312369999999,1.9237217219999998,AAA,AAA,AAA,,BBB,1918-12-02 23:59,2016-01-14 16:05,0.572722815,3,0,0.0,0.0,1,20170101,201701,hoot
47,2017-01-01 14:17,1.639439731,0.884364204,,,5.6116695210000005,1.500239731,0.9381642040000001,FFF,EEE,BBB,DDD,CCC,1919-01-08 12:21,2016-10-01 16:50,0.740462987,5,0,1.0,0.0,1,20170101,201701,hoot
48,2017-01-01 14:36,0.794129524,0.9204428090000001,,6.959595749,0.574285244,0.8331295240000001,1.0028428090000001,CCC,FFF,AAA,CCC,CCC,1995-11-29 3:50,2016-03-27 1:18,0.286939937,3,1,,,0,20170101,201701,hoot
49,2017-01-01 15:01,1.147503847,4.7694128860000005,9.790697572000001,,2.851997968,1.2175038470000001,4.797412886,EEE,III,AAA,BBB,,1920-12-22 23:48,2016-02-07 18:54,0.457335699,1,0,0.0,0.0,1,20170101,201701,hoot
50,2017-01-01 15:19,1.483433447,2.364984939,,,0.7437775809999999,1.290433447,2.169784939,DDD,III,CCC,BBB,,1974-03-07 13:57,2016-03-30 20:11,0.560640239,5,0,0.0,0.0,1,20170101,201701,hoot
51,2017-01-01 15:31,1.175344181,0.947967909,1.672372575,,0.661278053,1.0137441809999999,1.141167909,BBB,GGG,AAA,DDD,CCC,1970-11-09 22:32,2016-08-17 0:09,0.550356089,5,0,0.0,0.0,1,20170101,201701,hoot
52,2017-01-01 15:31,0.546247876,0.814002054,2.885135117,,0.082081024,0.445047876,0.786002054,DDD,III,BBB,EEE,,1971-06-08 15:04,2016-05-31 21:35,0.328450007,5,0,0.0,0.0,1,20170101,201701,hoot
53,2017-01-01 15:33,0.451388115,0.529604265,3.319775079,0.19472028,0.198537674,0.650588115,0.411804265,DDD,DDD,AAA,,DDD,1967-02-10 12:31,2016-01-24 4:41,0.511469387,2,0,0.0,0.0,1,20170101,201701,hoot
54,2017-01-01 16:20,0.584710966,4.184210033,,0.17764116,,0.7697109659999999,4.003210033,BBB,EEE,AAA,EEE,CCC,1968-03-12 23:46,2016-09-29 10:43,0.775630037,2,0,0.0,0.0,1,20170101,201701,hoot
55,2017-01-01 16:33,0.7008288229999999,0.284192867,1.896434115,,0.727719138,0.521228823,0.199992867,BBB,FFF,AAA,DDD,BBB,1955-08-20 10:02,2016-02-28 11:20,0.7498331420000001,1,0,1.0,0.0,1,20170101,201701,hoot
56,2017-01-01 16:34,0.8282147940000001,4.046226879,5.848515911000001,1.976115091,0.242565837,0.674614794,3.9340268789999997,DDD,CCC,AAA,,AAA,1976-04-03 3:45,2016-10-20 11:37,0.106055194,5,1,,,0,20170101,201701,hoot
57,2017-01-01 16:35,0.8334839759999999,1.37962534,4.752675955,2.7793036210000004,0.803207527,0.9282839759999999,1.46462534,GGG,III,CCC,FFF,BBB,1977-09-23 21:11,2016-10-09 13:36,0.667066543,3,1,,,0,20170101,201701,hoot
58,2017-01-01 17:06,0.8037048179999999,0.683954611,,0.19401631600000002,0.061677014,0.982304818,0.651554611,FFF,FFF,BBB,FFF,DDD,1975-04-25 6:22,2016-08-08 10:23,0.416047916,2,1,,,0,20170101,201701,hoot
59,2017-01-01 17:17,1.5176080980000002,0.779677572,0.309340252,0.446923729,0.48996561,1.6570080980000002,0.593077572,EEE,EEE,BBB,,AAA,1947-01-15 10:31,2016-02-07 16:59,0.247338489,2,0,0.0,0.0,1,20170101,201701,hoot
60,2017-01-01 17:53,1.0169943909999999,8.271220694,4.295159914,0.635313079,,1.049794391,8.146620694,DDD,GGG,BBB,,,1936-04-23 23:38,2016-01-15 23:44,0.453686811,2,0,0.0,0.0,1,20170101,201701,hoot
61,2017-01-01 18:26,0.829899973,0.213280148,,2.238307102,3.582867463,0.762099973,0.158880148,BBB,GGG,AAA,FFF,,1954-03-07 17:22,2016-02-04 19:56,0.558050536,3,0,1.0,1.0,1,20170101,201701,hoot
62,2017-01-01 18:46,1.065415465,1.053362325,1.580564235,0.7341796890000001,0.799207656,0.983215465,1.072562325,FFF,EEE,BBB,GGG,BBB,1960-02-07 4:35,2016-02-11 21:04,0.260289256,4,1,,,0,20170101,201701,hoot
63,2017-01-01 18:46,0.703368661,0.52234738,,3.6754784839999997,3.51877035,0.7803686609999999,0.48074738,FFF,CCC,BBB,EEE,BBB,1941-03-12 19:09,2016-12-28 5:28,0.692119534,5,0,0.0,0.0,1,20170101,201701,hoot
64,2017-01-01 18:51,1.4328699530000002,0.666765643,0.411073966,,2.258347408,1.3428699530000001,0.585565643,DDD,CCC,AAA,AAA,DDD,1986-05-13 12:02,2016-10-15 7:08,0.6916856259999999,5,1,,,0,20170101,201701,hoot
65,2017-01-01 18:58,0.30004423399999997,0.644982729,3.1750738739999997,,3.6202753260000002,0.299644234,0.468382729,CCC,BBB,BBB,AAA,BBB,1935-04-21 23:06,2016-02-14 1:43,0.647368124,1,0,1.0,1.0,1,20170101,201701,hoot
66,2017-01-01 18:59,0.48250378899999996,0.726149323,,0.344954782,0.392163989,0.336103789,0.703549323,FFF,HHH,BBB,AAA,,1924-01-31 16:50,2016-10-22 13:51,0.875453406,5,0,1.0,0.0,1,20170101,201701,hoot
67,2017-01-01 19:06,2.414246813,0.608787866,,,8.023955655,2.547646813,0.640987866,GGG,EEE,AAA,BBB,DDD,1953-08-11 19:57,2016-12-01 20:58,0.26353031600000004,3,0,0.0,0.0,1,20170101,201701,hoot
68,2017-01-01 19:14,0.487112892,7.622099774,1.3610781719999998,0.114490761,0.313815845,0.322912892,7.799699774,EEE,HHH,BBB,BBB,DDD,1938-03-24 14:10,2016-04-24 12:54,0.6999747140000001,5,0,0.0,0.0,1,20170101,201701,hoot
69,2017-01-01 19:15,0.775767254,2.983800716,2.0747246930000003,1.0646291,7.6940669260000005,0.7811672540000001,2.9954007160000002,FFF,AAA,AAA,DDD,CCC,1975-09-13 2:56,2016-04-17 11:58,0.115585986,1,1,,,0,20170101,201701,hoot
70,2017-01-01 19:43,1.6365129880000002,0.364934992,0.321841325,0.453121769,0.931606273,1.5465129880000001,0.442534992,EEE,AAA,CCC,,,1983-02-17 23:54,2016-03-21 5:49,0.640311175,3,1,,,0,20170101,201701,hoot
71,2017-01-01 20:06,1.17068057,0.660315485,,3.7624013,0.29499220600000003,0.98568057,0.672715485,FFF,EEE,CCC,,,1988-08-12 1:43,2016-08-31 16:06,0.551753559,2,0,1.0,1.0,1,20170101,201701,hoot
72,2017-01-01 20:07,1.891938546,1.446002217,1.943216614,1.7961936180000002,,1.7257385459999999,1.3790022169999998,EEE,EEE,AAA,EEE,CCC,1992-01-16 8:06,2016-01-21 20:38,0.601744061,4,0,0.0,0.0,1,20170101,201701,hoot
73,2017-01-01 20:12,0.8806122559999999,0.5081242229999999,0.161694838,2.08314472,0.9042200309999999,0.7898122559999999,0.40492422299999997,CCC,CCC,BBB,EEE,,1971-11-22 17:55,2016-09-16 10:02,0.6035659720000001,3,0,0.0,0.0,1,20170101,201701,hoot
74,2017-01-01 20:18,0.800707077,0.411902031,0.758612982,,0.06624762299999999,0.914107077,0.344702031,DDD,GGG,BBB,DDD,,1944-02-09 1:33,2016-09-21 11:33,0.205999342,4,0,1.0,0.0,1,20170101,201701,hoot
75,2017-01-01 20:19,1.481265746,0.536491352,0.44207935,1.115154971,0.282042815,1.5658657459999998,0.597691352,DDD,EEE,BBB,BBB,CCC,1935-11-20 9:48,2016-12-02 14:14,0.225881497,5,0,1.0,1.0,1,20170101,201701,hoot
76,2017-01-01 20:39,1.17637262,0.886195333,,1.18497823,,1.12137262,0.793595333,DDD,BBB,AAA,CCC,,1951-01-20 10:59,2016-09-14 1:14,0.613698321,2,0,0.0,0.0,1,20170101,201701,hoot
77,2017-01-01 21:00,1.8266567519999999,1.5057685809999999,3.7834265310000004,1.199332354,4.374212688,1.885056752,1.390168581,EEE,HHH,BBB,AAA,CCC,1948-02-20 19:18,2016-02-26 7:23,0.655164637,5,0,0.0,0.0,1,20170101,201701,hoot
78,2017-01-01 21:27,1.235664457,1.482164773,,0.45580270700000003,0.145475317,1.3206644570000001,1.4851647730000002,EEE,GGG,AAA,CCC,AAA,1925-01-03 17:19,2016-08-08 8:42,0.44640652200000003,3,0,0.0,0.0,1,20170101,201701,hoot
79,2017-01-01 21:28,0.775617111,0.528099801,0.427414568,0.9458003220000001,0.439282355,0.930017111,0.578499801,CCC,DDD,BBB,,BBB,1927-02-07 20:21,2016-10-20 7:05,0.208818807,2,1,,,0,20170101,201701,hoot
80,2017-01-01 22:12,0.65090022,0.736624779,0.407256319,1.010146002,,0.56270022,0.7064247790000001,BBB,EEE,AAA,DDD,AAA,1931-09-16 11:36,2016-02-19 4:55,0.609847392,2,1,,,0,20170101,201701,hoot
81,2017-01-01 22:13,2.694036573,3.241794971,0.8296123459999999,1.1595809670000001,2.161503052,2.8562365730000003,3.2025949710000003,GGG,FFF,BBB,,,1979-09-06 1:52,2016-07-01 12:18,0.489292809,3,1,,,0,20170101,201701,hoot
82,2017-01-01 22:16,0.73328783,1.652124937,3.745589924,,2.101484547,0.72748783,1.835324937,GGG,DDD,BBB,FFF,,1947-08-30 5:34,2016-06-06 6:49,0.624783922,3,0,0.0,0.0,1,20170101,201701,hoot
83,2017-01-01 22:18,0.329226638,0.21148023100000002,0.24842389,0.603157711,0.133196501,0.34882663799999997,0.17868023100000002,FFF,FFF,BBB,DDD,CCC,1971-03-29 13:02,2016-08-22 5:31,0.24249437199999999,4,0,1.0,1.0,1,20170101,201701,hoot
84,2017-01-01 22:35,0.322751605,0.46100690899999996,0.262256257,0.821521857,0.20611589800000002,0.514751605,0.502406909,CCC,DDD,BBB,,BBB,1950-08-20 10:38,2016-12-05 4:39,0.672521378,2,0,0.0,0.0,1,20170101,201701,hoot
85,2017-01-01 22:47,0.22299302699999998,0.170908245,,,4.575414422,0.391393027,0.009308245,GGG,FFF,CCC,DDD,,1990-09-29 22:14,2016-03-08 14:33,0.179065685,4,1,,,0,20170101,201701,hoot
86,2017-01-01 23:20,0.841949152,3.9167492110000004,3.116349677,,1.5644702730000002,1.010149152,3.8721492110000004,GGG,GGG,CCC,DDD,CCC,1926-03-06 15:40,2016-10-20 17:05,0.356041735,3,0,0.0,0.0,1,20170101,201701,hoot
87,2017-01-01 23:24,0.8129458959999999,3.732026341,1.48420451,2.865388494,4.53369626,0.689145896,3.619426341,EEE,DDD,BBB,CCC,CCC,1956-12-12 8:59,2016-06-23 4:41,0.33846004700000004,4,1,,,0,20170101,201701,hoot
88,2017-01-01 23:28,1.205354787,3.700811293,1.8181807380000001,,0.94105267,1.154154787,3.748211293,DDD,BBB,AAA,CCC,BBB,1947-01-28 10:58,2016-02-22 6:01,0.788668237,1,0,0.0,0.0,1,20170101,201701,hoot
89,2017-01-01 23:41,1.165777766,0.656189706,,0.407724971,0.19108135899999998,1.050177766,0.618789706,EEE,CCC,BBB,FFF,EEE,1988-09-07 9:10,2016-11-12 5:36,0.791929668,4,1,,,0,20170101,201701,hoot
90,2017-01-02 0:19,0.797604655,0.61401741,1.782669293,0.285157043,0.582081382,0.871004655,0.67001741,HHH,DDD,BBB,,CCC,1990-08-03 13:25,2016-08-08 14:09,0.747044831,1,0,1.0,0.0,1,20170102,201701,hoot
91,2017-01-02 0:27,0.531270158,0.5891354089999999,0.5118405070000001,1.452561639,0.59425252,0.562470158,0.459335409,CCC,HHH,AAA,BBB,AAA,1938-06-06 2:08,2016-10-30 0:36,0.40393794200000005,2,0,1.0,1.0,1,20170102,201701,hoot
92,2017-01-02 0:36,0.62479688,0.5462846170000001,,0.916800831,,0.57279688,0.678084617,CCC,DDD,BBB,AAA,CCC,1971-12-14 5:09,2016-03-14 13:14,0.354373592,1,1,,,0,20170102,201701,hoot
93,2017-01-02 0:55,2.1060808730000002,4.188253706,1.190553928,0.974926197,0.877020402,2.055680873,4.052253706,BBB,DDD,AAA,,BBB,1934-03-10 19:32,2016-03-04 22:01,0.699459635,1,1,,,0,20170102,201701,hoot
94,2017-01-02 1:26,0.769583166,0.613729356,,1.0899890890000001,1.487117333,0.583183166,0.578729356,FFF,GGG,BBB,FFF,BBB,1956-01-01 9:34,2016-10-01 23:19,0.274011903,4,1,,,0,20170102,201701,hoot
95,2017-01-02 1:46,1.499080275,1.8233741559999999,,2.5229788969999998,2.456936441,1.369480275,1.989574156,GGG,DDD,BBB,BBB,BBB,1993-06-27 17:24,2016-09-13 22:59,0.548851027,3,1,,,0,20170102,201701,hoot
96,2017-01-02 1:54,0.786967932,2.387058338,,,0.30010112899999997,0.8501679320000001,2.529458338,EEE,CCC,BBB,CCC,CCC,1984-10-19 3:31,2016-09-16 11:00,0.624149844,1,0,0.0,0.0,1,20170102,201701,hoot
97,2017-01-02 1:57,1.11199705,0.9070890970000001,,0.410727028,0.192099259,1.27819705,0.804489097,EEE,BBB,BBB,,BBB,1928-01-08 6:50,2016-07-31 2:04,0.11423627800000001,1,1,,,0,20170102,201701,hoot
98,2017-01-02 2:00,0.428131621,1.4269411619999999,0.362203006,0.275466754,0.7655253259999999,0.312131621,1.492941162,CCC,EEE,BBB,DDD,EEE,1932-03-25 1:23,2016-06-09 13:33,0.771038377,1,0,1.0,1.0,1,20170102,201701,hoot
99,2017-01-02 2:24,0.908500235,3.61024238,5.8737025460000005,0.055228689000000004,,0.913700235,3.48904238,EEE,FFF,BBB,CCC,,1963-12-26 2:15,2016-10-05 1:10,0.376953721,4,0,0.0,0.0,1,20170102,201701,hoot
100,2017-01-02 2:42,1.174098721,2.006601694,7.421873693999999,2.331607477,,1.026898721,1.984601694,EEE,III,BBB,,EEE,1955-09-28 12:08,2016-03-28 4:51,0.624947558,5,0,0.0,0.0,1,20170102,201701,hoot
101,2017-01-02 3:07,1.715607046,0.583727424,2.4912579630000002,1.1975593409999998,1.021819732,1.7868070459999998,0.599527424,DDD,GGG,CCC,,DDD,1939-11-11 6:08,2016-11-08 17:02,0.844541038,2,0,0.0,0.0,1,20170102,201701,hoot
102,2017-01-02 3:23,1.352029451,2.4732789580000003,3.9611192660000003,0.6765635990000001,2.150884675,1.4152294509999999,2.542678958,BBB,GGG,BBB,CCC,,1950-04-14 14:42,2016-04-08 10:45,0.646304044,5,0,0.0,0.0,1,20170102,201701,hoot
103,2017-01-02 3:40,1.171623457,1.571062821,0.45109952,0.26744652399999996,0.760180555,1.047423457,1.7190628209999999,CCC,GGG,AAA,DDD,,1948-01-13 22:40,2016-04-30 17:27,0.8216963829999999,4,1,,,0,20170102,201701,hoot
104,2017-01-02 4:06,0.555736918,0.579448532,,,,0.464936918,0.391048532,EEE,CCC,CCC,DDD,CCC,1993-04-19 4:59,2016-02-07 15:13,0.143544731,1,1,,,0,20170102,201701,hoot
105,2017-01-02 4:19,0.533065559,1.259159784,0.413587771,2.7473892889999996,0.384994687,0.589865559,1.393759784,BBB,FFF,AAA,,CCC,1955-01-24 10:57,2016-08-14 13:24,0.111840187,3,0,1.0,1.0,1,20170102,201701,hoot
106,2017-01-02 4:50,0.965629617,1.429832759,0.38023030700000005,,,0.906629617,1.330032759,HHH,GGG,BBB,FFF,DDD,1942-03-17 9:29,2016-11-10 3:44,0.8574360059999999,3,1,,,0,20170102,201701,hoot
107,2017-01-02 5:05,0.2874792,0.567931665,,1.463208995,0.374102163,0.1224792,0.547331665,EEE,CCC,BBB,FFF,,1976-10-23 5:06,2016-02-22 15:06,0.17917891800000002,4,0,1.0,0.0,1,20170102,201701,hoot
108,2017-01-02 5:06,1.007521517,0.27305662,0.26204861399999996,5.300836345,,1.189321517,0.21045662,EEE,GGG,BBB,DDD,BBB,1951-06-12 16:14,2016-07-03 17:31,0.142921811,5,0,1.0,1.0,1,20170102,201701,hoot
109,2017-01-02 5:07,2.652272817,1.788777771,,,2.533455332,2.5748728169999997,1.863177771,BBB,AAA,AAA,DDD,CCC,1973-10-28 11:08,2016-11-08 17:54,0.513227148,1,0,0.0,0.0,1,20170102,201701,hoot
110,2017-01-02 5:49,1.081180815,0.469116761,1.1571901009999999,,0.231741387,1.079980815,0.620316761,CCC,GGG,BBB,CCC,BBB,1937-06-20 5:46,2016-01-13 10:41,0.475345326,2,0,0.0,0.0,1,20170102,201701,hoot
111,2017-01-02 6:01,0.7064439259999999,1.0444479290000002,,,0.31543027,0.737443926,0.9464479290000001,EEE,DDD,AAA,,,1985-09-28 11:41,2016-03-26 2:10,0.471534076,1,0,0.0,0.0,1,20170102,201701,hoot
