ID,DATETIME,INTERNAL,TELCO_A,TELCO_B,BUREAU_X,BUREAU_Y,BUREAU_Y_STATUS,UTILITY,DEVICE,APPROVED,FPD30
100051,2017-01-01 07:38:25,1.7446746599894425,,60.0,,,NO-ASK,GOOD,,1.0,1.0
100052,2017-01-01 07:54:28,2.153581496481455,0.06833283893124531,,-2.0,0.9309442804520827,HIT,NEW,,1.0,0.0
100053,2017-01-01 08:10:36,2.647026771324124,0.07634995293825386,,303.0,,NO-ASK,GOOD,,1.0,0.0
100054,2017-01-01 08:11:54,2.0205519609589038,,,-2.0,0.910500185087267,HIT,ERROR,,0.0,
100055,2017-01-01 08:16:40,3.0587694064430675,,62.0,,0.9126191340249097,HIT,N/A,,1.0,0.0
100056,2017-01-01 08:29:01,3.5248102783372164,0.05306885382937476,,,0.9024632445177502,HIT,N/A,,1.0,0.0
100057,2017-01-01 08:31:38,1.5741257411900924,0.031556502541611686,,-1.0,,NO-ASK,GOOD,,1.0,0.0
100058,2017-01-01 08:38:55,4.362864138493958,,60.0,,0.8906369259396867,HIT,GOOD,,1.0,0.0
100059,2017-01-01 08:56:11,1.366182838416211,,65.0,320.0,0.9365121605696729,HIT,NEW,,0.0,
100060,2017-01-01 08:59:08,3.1104779075384643,0.07781784581155293,,308.0,,NO-ASK,N/A,,1.0,0.0
100061,2017-01-01 09:00:36,2.8860303121135527,0.0452805849992548,,291.0,,NO-ASK,ERROR,,1.0,0.0
100062,2017-01-01 09:13:46,4.584018530338962,,62.0,314.0,,NO-ASK,ERROR,,1.0,0.0
100063,2017-01-01 09:20:12,2.1234813247507613,0.0458550642192066,,,0.9475838074751188,HIT,N/A,,0.0,
100064,2017-01-01 09:31:01,2.7303363435924046,,64.0,320.0,,NO-ASK,DEBTOR,,1.0,0.0
100065,2017-01-01 09:42:01,3.1812092925867574,0.07195272015908927,,,0.909448954689569,HIT,GOOD,,1.0,1.0
100066,2017-01-01 09:59:07,3.5351250747739225,,66.0,296.0,,NO-ASK,GOOD,,1.0,0.0
100067,2017-01-01 10:03:33,2.468839518506901,0.05843545970743402,,304.0,,NO-ASK,N/A,,1.0,0.0
100068,2017-01-01 10:09:42,4.439932310992624,,63.0,317.0,,NO-ASK,NEW,,1.0,0.0
100069,2017-01-01 10:12:29,1.4948130827437343,,57.0,-2.0,,NO-ASK,N/A,,0.0,
100070,2017-01-01 10:23:31,1.758210295331075,,62.0,,,NO-ASK,NEW,,1.0,1.0
100071,2017-01-01 10:28:53,2.687124521764194,,62.0,291.0,,NO-ASK,N/A,,1.0,0.0
100072,2017-01-01 10:41:27,1.7671548524571195,,64.0,-1.0,,NO-HIT,DEBTOR,,1.0,0.0
100073,2017-01-01 10:57:36,1.117079901884133,,,,0.9661377721756543,HIT,GOOD,,1.0,0.0
100074,2017-01-01 11:01:25,3.982495496083449,,64.0,309.0,,NO-ASK,NEW,,1.0,0.0
100075,2017-01-01 11:10:19,3.461458156091839,,60.0,300.0,0.9424058386745875,HIT,N/A,,1.0,0.0
100076,2017-01-01 11:23:36,0.35878770891907363,,61.0,,,NO-ASK,GOOD,,0.0,
100077,2017-01-01 11:28:27,3.492573453052694,,63.0,,0.9050778038329058,HIT,ERROR,,1.0,0.0
100078,2017-01-01 11:34:09,3.692240637275486,,,-2.0,0.9549370162066436,HIT,N/A,,1.0,0.0
100079,2017-01-01 11:47:51,1.4532204623015021,0.17289416301601146,,306.0,,NO-ASK,ERROR,,0.0,
100080,2017-01-01 11:51:41,3.7927645769293497,0.0952276824456807,,300.0,,NO-ASK,NEW,,1.0,0.0
100081,2017-01-01 11:55:33,1.0324859796638994,,63.0,-1.0,,NO-ASK,NEW,,1.0,0.0
100082,2017-01-01 11:59:15,2.005904641660878,,60.0,309.0,0.9296745899994009,HIT,NEW,,1.0,0.0
100083,2017-01-01 12:15:21,2.3374652652273857,0.16068145029203484,,334.0,,NO-ASK,GOOD,,1.0,0.0
100084,2017-01-01 12:20:30,2.9858087374548625,,65.0,,,NO-HIT,N/A,,1.0,0.0
100085,2017-01-01 12:31:09,2.8924888110794438,,,,,NO-ASK,GOOD,,1.0,0.0
100086,2017-01-01 12:38:15,2.721490685003545,,62.0,298.0,,NO-ASK,NEW,,1.0,0.0
100087,2017-01-01 12:46:49,1.6448039592219064,0.04215909201007051,,318.0,0.9681818360210717,HIT,NEW,,1.0,0.0
100088,2017-01-01 12:56:30,4.041990408031232,,64.0,,,NO-ASK,GOOD,,1.0,0.0
100089,2017-01-01 13:05:39,3.166319320919814,0.08811926376290258,,,,NO-ASK,GOOD,,1.0,0.0
100090,2017-01-01 13:19:23,1.9617653744826078,,64.0,,0.8837136417458186,HIT,N/A,,1.0,0.0
100091,2017-01-01 13:24:06,1.9314186393298813,,61.0,-2.0,,NO-ASK,GOOD,,1.0,0.0
100092,2017-01-01 13:27:47,3.9073382479609386,,59.0,-2.0,,NO-ASK,NEW,,1.0,0.0
100093,2017-01-01 13:34:53,3.141805511445003,,64.0,311.0,,NO-HIT,N/A,,1.0,0.0
100094,2017-01-01 13:51:59,1.5949000981895605,,,,,NO-ASK,N/A,,1.0,1.0
100095,2017-01-01 14:02:05,2.1088433728141167,,,-2.0,,NO-ASK,N/A,,1.0,0.0
100096,2017-01-01 14:08:21,3.5282931608187025,,,301.0,,NO-ASK,N/A,,1.0,0.0
100097,2017-01-01 14:16:59,0.5273948963906167,0.17526155972237034,,-1.0,,NO-ASK,GOOD,,0.0,
100098,2017-01-01 14:32:13,1.6331149646916732,0.06699651144447982,,309.0,0.9407790409371685,HIT,N/A,,1.0,0.0
100099,2017-01-01 14:37:39,3.2207875987587133,,65.0,314.0,,NO-ASK,N/A,,1.0,0.0
100100,2017-01-01 14:53:56,1.2769179620953692,,,,,NO-ASK,NEW,,0.0,
100101,2017-01-01 15:02:59,4.106779861236062,,62.0,,,NO-ASK,NEW,,1.0,0.0
100102,2017-01-01 15:06:34,1.384290032537164,,,311.0,,NO-ASK,GOOD,,0.0,
100103,2017-01-01 15:13:50,1.114621443085085,0.03564215972332119,,,0.8882750073770208,HIT,N/A,,1.0,0.0
100104,2017-01-01 15:26:53,1.1703399411752065,,64.0,,,NO-ASK,N/A,,1.0,0.0
100105,2017-01-01 15:30:00,2.541459942883581,,,-1.0,0.8830927664844441,HIT,GOOD,,1.0,0.0
100106,2017-01-01 15:41:52,2.0889445967874947,,68.0,,,NO-ASK,GOOD,,1.0,0.0
100107,2017-01-01 15:57:21,1.7286713952626975,,65.0,298.0,0.9528064318614959,HIT,GOOD,,1.0,0.0
100108,2017-01-01 16:07:54,2.610477411130323,,,,,NO-ASK,NEW,,0.0,
100109,2017-01-01 16:17:16,1.6953484884935939,,64.0,,,NO-ASK,ERROR,,0.0,
100110,2017-01-01 16:22:58,2.7535480414796525,,59.0,-2.0,0.822499503466796,HIT,GOOD,,1.0,0.0
100111,2017-01-01 16:28:38,3.149147746447186,,60.0,,0.8990174561019924,HIT,DEBTOR,,1.0,0.0
100112,2017-01-01 16:39:38,2.8589405253750626,0.07590863058639363,,306.0,0.9735820074287811,HIT,GOOD,,1.0,0.0
100113,2017-01-01 16:50:58,1.4195285375288211,,66.0,-1.0,,NO-ASK,N/A,,1.0,0.0
100114,2017-01-01 16:55:21,3.402397757200864,0.06562200550788466,,-1.0,,NO-HIT,DEBTOR,,1.0,0.0
100115,2017-01-01 17:09:08,2.6617811882404934,,61.0,,,NO-ASK,N/A,,1.0,0.0
100116,2017-01-01 17:13:03,3.333029324175146,0.08341121361958426,,,,NO-ASK,DEBTOR,,0.0,
100117,2017-01-01 17:18:11,3.475719680343683,0.05910651301694225,,,0.8498272831674173,HIT,GOOD,,1.0,0.0
100118,2017-01-01 17:20:46,2.1117613000698365,0.04772703852965876,,-1.0,0.953845234860405,HIT,N/A,,1.0,0.0
100119,2017-01-01 17:37:57,3.2833160508104213,0.17539994295460215,,320.0,0.9275898710038193,HIT,GOOD,,1.0,0.0
100120,2017-01-01 17:48:41,1.7910462623214076,,65.0,,0.9118685280114532,HIT,NEW,,1.0,0.0
100121,2017-01-01 18:05:22,3.0868472954039032,0.12313845737057538,,-1.0,0.8305951307975952,HIT,GOOD,,1.0,0.0
100122,2017-01-01 18:12:06,0.8786521745455262,0.05764884446551044,,-1.0,,NO-ASK,N/A,,0.0,
100123,2017-01-01 18:13:08,3.177535113895639,,60.0,307.0,,NO-ASK,NEW,,1.0,0.0
100124,2017-01-01 18:23:09,2.526105480322677,,62.0,,0.8525480550893735,HIT,NEW,,0.0,
100125,2017-01-01 18:29:54,0.8217163420034245,,60.0,290.0,0.9470373074338049,HIT,GOOD,,1.0,0.0
100126,2017-01-01 18:46:05,2.833973101181376,,57.0,,,NO-ASK,N/A,,0.0,
100127,2017-01-01 19:00:52,1.9675294744775018,0.056264700641233234,,,,NO-ASK,ERROR,,0.0,
100128,2017-01-01 19:15:06,4.617727382022714,,,-2.0,,NO-ASK,N/A,,0.0,
100129,2017-01-01 19:27:31,2.697523985747975,,65.0,,,NO-ASK,N/A,,0.0,
100130,2017-01-01 19:30:23,4.802987265350904,,61.0,,,NO-ASK,DEBTOR,,1.0,0.0
100131,2017-01-01 19:35:11,3.229023732135444,0.03189848350755753,,,,NO-HIT,N/A,,1.0,0.0
100132,2017-01-01 19:40:01,1.6369087309336086,,61.0,-2.0,,NO-ASK,N/A,,0.0,
100133,2017-01-01 19:47:56,2.805631511509735,,61.0,,,NO-ASK,N/A,,1.0,0.0
100134,2017-01-01 19:56:32,2.7431776138404924,,63.0,,,NO-ASK,NEW,,1.0,0.0
100135,2017-01-01 19:57:34,3.3641648782095364,,63.0,-1.0,0.9483626282784869,HIT,N/A,,1.0,0.0
100136,2017-01-01 20:10:39,0.9390685527858912,0.14328852493563582,,317.0,,NO-ASK,ERROR,,1.0,1.0
100137,2017-01-01 20:20:42,2.248103048375235,,65.0,,,NO-HIT,N/A,,1.0,0.0
100138,2017-01-01 20:24:26,1.9218797413526931,0.09746396937028678,,-1.0,,NO-ASK,GOOD,,0.0,
100139,2017-01-01 20:37:55,2.7369956304133383,0.047324877500732776,,294.0,,NO-ASK,ERROR,,1.0,0.0
100140,2017-01-01 20:51:40,2.7007804690071797,,63.0,,0.9197444079973618,HIT,NEW,,0.0,
100141,2017-01-01 20:57:05,2.8278447402697298,,59.0,,,NO-ASK,GOOD,,1.0,0.0
100142,2017-01-01 21:03:18,3.174485186989649,0.15638875381627437,,297.0,,NO-HIT,GOOD,,1.0,0.0
100143,2017-01-01 21:10:08,2.3259434587449412,0.10134056750616671,,,,NO-ASK,N/A,,0.0,
100144,2017-01-01 21:16:55,3.2801397150660994,0.06794950171514436,,-2.0,0.8629801960304889,HIT,NEW,,0.0,
100145,2017-01-01 21:22:37,2.1167418685495463,0.1298597354012483,,299.0,0.9267627949322156,HIT,N/A,,1.0,0.0
100146,2017-01-01 21:23:08,2.0906815160525483,0.04533872657411764,,,,NO-ASK,N/A,,1.0,0.0
100147,2017-01-01 21:29:00,2.84353918655845,0.05955524414733926,,-2.0,0.9536195201169748,HIT,N/A,,1.0,0.0
100148,2017-01-01 21:42:57,2.6962753160993946,,65.0,-2.0,,NO-ASK,GOOD,,1.0,0.0
100149,2017-01-01 21:45:16,1.5172240030679656,0.09124423993977837,,-1.0,,NO-ASK,GOOD,,0.0,
100150,2017-01-01 21:51:40,4.731555243446205,0.06672335048224132,,-2.0,,NO-ASK,GOOD,,1.0,0.0
100151,2017-01-01 22:02:04,1.5286074340498927,0.20209559371352115,,311.0,,NO-ASK,DEBTOR,,0.0,
100152,2017-01-01 22:04:38,0.977667126129489,0.047138675296587995,,-1.0,0.9062242960318727,HIT,N/A,,1.0,0.0
100153,2017-01-01 22:11:23,3.633702990776605,,,306.0,,NO-ASK,N/A,,1.0,0.0
100154,2017-01-01 22:14:17,3.028186734452198,,63.0,307.0,0.9603035857501563,HIT,N/A,,1.0,0.0
100155,2017-01-01 22:19:35,2.8934607601553277,,60.0,316.0,0.9148238492995271,HIT,DEBTOR,,0.0,
100156,2017-01-01 22:26:14,1.869493366998104,,,,,NO-ASK,N/A,,0.0,
100157,2017-01-01 22:31:27,1.1017103217283954,,58.0,308.0,0.9384197608586471,HIT,N/A,,1.0,1.0
100158,2017-01-01 22:35:57,2.28068928390393,,60.0,,,NO-ASK,N/A,,1.0,0.0
100159,2017-01-01 22:41:53,2.454323520258714,,,,,NO-ASK,ERROR,,0.0,
100160,2017-01-01 22:50:52,2.512420990255293,,,-2.0,0.9405968889569896,HIT,NEW,,1.0,1.0
100161,2017-01-01 23:06:09,2.5936279847307597,0.1484560277768453,,329.0,0.8966084635670454,HIT,N/A,,1.0,1.0
100162,2017-01-01 23:20:02,3.740812613165205,,61.0,,,NO-ASK,DEBTOR,,1.0,0.0
100163,2017-01-01 23:25:05,1.4023069769350918,,62.0,,0.8748963831188085,HIT,NEW,,1.0,0.0
100164,2017-01-01 23:36:12,0.5919911787672327,,62.0,,0.9438038075519097,HIT,NEW,,0.0,
100165,2017-01-01 23:48:48,2.1198964979486403,,62.0,,,NO-HIT,GOOD,,1.0,0.0
100166,2017-01-01 23:52:36,0.8339408214293531,0.07083652624038983,,,,NO-ASK,N/A,,0.0,
100167,2017-01-02 00:02:33,-0.23699459564673014,,,-2.0,0.9212712106824997,HIT,ERROR,,1.0,1.0
100168,2017-01-02 00:03:14,4.022562110668039,,64.0,-2.0,0.8688248810354928,HIT,DEBTOR,,1.0,0.0
100169,2017-01-02 00:08:16,2.6780090913585264,,63.0,,,NO-ASK,GOOD,,1.0,0.0
100170,2017-01-02 00:18:21,1.8731945948768005,,56.0,305.0,,NO-HIT,ERROR,,1.0,0.0
100171,2017-01-02 00:33:19,2.108911033039704,0.055050592246395524,,-2.0,0.9170335575553399,HIT,DEBTOR,,1.0,0.0
100172,2017-01-02 00:48:21,4.243476947122702,0.13997816578912248,,,,NO-ASK,ERROR,,1.0,0.0
100173,2017-01-02 00:48:47,3.6300180527493833,,65.0,,,NO-HIT,N/A,,1.0,0.0
100174,2017-01-02 01:04:21,3.3977963111189244,,59.0,,,NO-ASK,DEBTOR,,0.0,
100175,2017-01-02 01:14:30,2.8308656204484652,0.04044563511968391,,308.0,,NO-ASK,DEBTOR,,1.0,0.0
100176,2017-01-02 01:28:57,1.4369511063816687,,67.0,,0.9572471110642469,HIT,NEW,,1.0,0.0
100177,2017-01-02 01:35:49,2.374619198610879,,61.0,,,NO-ASK,ERROR,,0.0,
100178,2017-01-02 01:49:48,1.5544118752658334,0.05133568268416078,,-1.0,0.9183452869448787,HIT,ERROR,,0.0,
100179,2017-01-02 02:01:47,4.529544184919913,,60.0,286.0,0.8073308379830877,HIT,GOOD,,1.0,0.0
100180,2017-01-02 02:03:58,1.4536416140777682,0.05216831679094458,,319.0,,NO-ASK,N/A,,1.0,0.0
100181,2017-01-02 02:16:59,1.193517694911504,0.04977092890672297,,297.0,,NO-ASK,NEW,,1.0,0.0
100182,2017-01-02 02:22:27,0.8670760031831181,0.0766372018946504,,,0.9593242153545588,HIT,NEW,,1.0,0.0
100183,2017-01-02 02:22:56,3.3021293698822727,,60.0,289.0,,NO-ASK,N/A,,1.0,0.0
100184,2017-01-02 02:26:11,0.8324632191713541,,59.0,,0.9387701181887761,HIT,N/A,,1.0,1.0
100185,2017-01-02 02:34:30,3.108857291801832,0.06273465183196447,,,0.9042665644721927,HIT,N/A,,0.0,
100186,2017-01-02 02:46:45,2.7864729879605603,,61.0,,,NO-HIT,N/A,,1.0,0.0
100187,2017-01-02 02:57:50,2.294207701724997,,59.0,-2.0,,NO-ASK,N/A,,1.0,0.0
100188,2017-01-02 03:02:04,4.993990185752062,0.06061789879922985,,,0.89293568874282,HIT,GOOD,,1.0,0.0
100189,2017-01-02 03:11:33,1.9527401116970453,,62.0,307.0,,NO-ASK,DEBTOR,,0.0,
100190,2017-01-02 03:11:37,2.996726954134746,0.08736827064290831,,,,NO-ASK,N/A,,1.0,0.0
100191,2017-01-02 03:17:54,1.2643857385334067,0.04982373902636317,,,0.9694778455531436,HIT,GOOD,,1.0,0.0
100192,2017-01-02 03:34:08,1.7015720392647675,,64.0,299.0,,NO-ASK,DEBTOR,,1.0,1.0
100193,2017-01-02 03:35:53,3.2541214332828665,0.07738891649028823,,-2.0,,NO-ASK,GOOD,,1.0,0.0
100194,2017-01-02 03:42:24,1.7279593560297428,,63.0,,,NO-ASK,GOOD,,0.0,
100195,2017-01-02 03:45:08,2.4655683630266942,0.07534455770694437,,312.0,,NO-ASK,N/A,,1.0,0.0
100196,2017-01-02 03:57:07,3.188408424416847,0.05913020110439693,,,,NO-HIT,NEW,,1.0,0.0
100197,2017-01-02 04:05:29,2.5815233577653367,,64.0,,,NO-ASK,N/A,,1.0,0.0
100198,2017-01-02 04:21:45,2.0848088838643988,0.04335812065851241,,,,NO-ASK,N/A,,1.0,0.0
100199,2017-01-02 04:22:20,2.5536614579175514,,60.0,,0.9226989787911464,HIT,GOOD,,1.0,0.0
100200,2017-01-02 04:38:12,0.3848869022876229,,62.0,,,NO-ASK,N/A,,1.0,0.0
100201,2017-01-02 04:49:12,2.220489785476417,0.04907300696195638,,,,NO-ASK,N/A,,0.0,
100202,2017-01-02 04:54:52,3.5627104161410736,,63.0,320.0,,NO-HIT,GOOD,,1.0,0.0
100203,2017-01-02 05:03:06,4.252014422675645,,64.0,298.0,0.9303764938780079,HIT,DEBTOR,,1.0,1.0
100204,2017-01-02 05:09:54,3.1955467245457805,,,,0.9399821943524073,HIT,GOOD,,1.0,0.0
100205,2017-01-02 05:12:58,2.6536608340181633,,,303.0,,NO-ASK,NEW,,1.0,0.0
100206,2017-01-02 05:24:02,2.6676382441166506,,61.0,-2.0,0.9160809778281089,HIT,GOOD,,0.0,
100207,2017-01-02 05:25:01,1.7340699253700032,,61.0,,,NO-ASK,N/A,,0.0,
100208,2017-01-02 05:37:25,3.462299170150302,,61.0,324.0,,NO-ASK,DEBTOR,,0.0,
100209,2017-01-02 05:42:57,3.4028258592331473,0.09951027881583263,,303.0,0.8246280082381671,HIT,N/A,,1.0,0.0
100210,2017-01-02 05:53:46,1.9620908430484576,,,-1.0,,NO-ASK,N/A,,1.0,1.0
100211,2017-01-02 06:08:41,0.9503288956454828,0.07263907131713765,,307.0,,NO-ASK,DEBTOR,,0.0,
100212,2017-01-02 06:10:09,2.935252922011846,0.10447878929968057,,,0.8693483704106737,HIT,N/A,,1.0,0.0
100213,2017-01-02 06:26:13,3.759903689548669,0.09837241820670306,,,,NO-ASK,DEBTOR,,1.0,0.0
100214,2017-01-02 06:33:47,2.0521016480731578,,59.0,308.0,,NO-ASK,GOOD,,1.0,0.0
100215,2017-01-02 06:35:35,2.7662067792224967,,,298.0,0.9605055967872208,HIT,NEW,,1.0,1.0
100216,2017-01-02 06:40:20,2.9125801614290503,0.06098630618150491,,,,NO-ASK,NEW,,1.0,0.0
100217,2017-01-02 06:46:51,3.4887728450784197,,,297.0,,NO-ASK,GOOD,,1.0,0.0
100218,2017-01-02 06:52:30,3.0138327290356797,,62.0,,,NO-ASK,ERROR,,1.0,0.0
100219,2017-01-02 07:07:22,1.571795168375812,0.11356642722386456,,-2.0,0.7465915411662367,HIT,ERROR,,0.0,
100220,2017-01-02 07:18:29,3.3469038980594057,,,300.0,,NO-ASK,N/A,,1.0,0.0
100221,2017-01-02 07:35:19,2.2015642556877806,,60.0,321.0,0.9480288055627549,HIT,N/A,,1.0,0.0
100222,2017-01-02 07:41:56,2.5291414757373802,0.06560434678579263,,-2.0,0.8450424241715702,HIT,N/A,,0.0,
100223,2017-01-02 07:49:28,3.38903088422652,,64.0,-2.0,,NO-ASK,DEBTOR,,0.0,
100224,2017-01-02 07:57:06,0.6607391366592712,0.08363677887193055,,,0.9576026360131222,HIT,N/A,,0.0,
100225,2017-01-02 08:09:28,3.363595602061699,0.05140198878829716,,309.0,0.9334627263680283,HIT,GOOD,,1.0,0.0
100226,2017-01-02 08:09:47,1.4234094955446535,0.05272336812168976,,,,NO-ASK,DEBTOR,,1.0,1.0
100227,2017-01-02 08:10:45,1.9196170167743372,,64.0,,0.8642445886164779,HIT,NEW,,0.0,
100228,2017-01-02 08:23:54,3.7090272845718633,,62.0,,0.9352960115106416,HIT,N/A,,1.0,0.0
100229,2017-01-02 08:25:23,3.7017440283185876,0.10235909832363455,,,,NO-HIT,N/A,,1.0,0.0
100230,2017-01-02 08:30:00,1.6795368362757577,,64.0,,0.918839406098577,HIT,DEBTOR,,1.0,1.0
100231,2017-01-02 08:41:14,1.470422843037448,,63.0,313.0,,NO-ASK,GOOD,,1.0,0.0
100232,2017-01-02 08:45:05,0.9751444632411593,,61.0,325.0,0.8860113759704722,HIT,N/A,,0.0,
100233,2017-01-02 08:50:14,1.6451400986844003,,60.0,308.0,0.9477813798197834,HIT,GOOD,,1.0,0.0
100234,2017-01-02 08:55:39,4.102815536926136,0.08339527888861342,,,0.926376632151301,HIT,NEW,,1.0,0.0
100235,2017-01-02 09:09:31,2.685478987467474,,63.0,324.0,,NO-ASK,N/A,,0.0,
100236,2017-01-02 09:12:00,1.505981707780339,0.051562033746504365,,,,NO-ASK,N/A,,1.0,0.0
100237,2017-01-02 09:19:44,2.3680938632162127,,,311.0,,NO-ASK,NEW,,1.0,0.0
100238,2017-01-02 09:36:10,1.1649082653693859,0.0728392248059786,,,0.9036510809760486,HIT,GOOD,,1.0,0.0
100239,2017-01-02 09:49:49,2.410701558289613,,,308.0,,NO-ASK,N/A,,1.0,0.0
100240,2017-01-02 09:53:25,3.1985664041829263,,67.0,,,NO-ASK,N/A,,1.0,0.0
100241,2017-01-02 10:03:18,1.0908743198973405,0.1571529970619251,,,,NO-ASK,N/A,,1.0,0.0
100242,2017-01-02 10:18:08,3.3709070168048423,,65.0,-1.0,,NO-ASK,NEW,,1.0,0.0
100243,2017-01-02 10:35:13,4.085812394016058,,61.0,-2.0,0.8590982143261355,HIT,N/A,,1.0,0.0
